"","name.cell_line","name.virus","code","genome_coverage"
"6399","PECAPJ49","Murine osteosarcoma virus, complete genome","NC_001506.1",2.729
"6400","COLO320","Murine osteosarcoma virus, complete genome","NC_001506.1",45.447
"6401","MKN7","Murine osteosarcoma virus, complete genome","NC_001506.1",2.808
"6402","SU8686","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6403","CAL54","Murine osteosarcoma virus, complete genome","NC_001506.1",38.153
"6404","KALS1","Murine osteosarcoma virus, complete genome","NC_001506.1",7.505
"6405","VMRCRCZ","Murine osteosarcoma virus, complete genome","NC_001506.1",5.091
"6406","NCIH28","Murine osteosarcoma virus, complete genome","NC_001506.1",14.616
"6407","MG63","Murine osteosarcoma virus, complete genome","NC_001506.1",6.088
"6408","MJ","Murine osteosarcoma virus, complete genome","NC_001506.1",10.102
"6409","HCC1011","Murine osteosarcoma virus, complete genome","NC_001506.1",3.936
"6410","HS766T","Murine osteosarcoma virus, complete genome","NC_001506.1",11.887
"6411","SUDHL6","Murine osteosarcoma virus, complete genome","NC_001506.1",7.505
"6412","MHHCALL3","Murine osteosarcoma virus, complete genome","NC_001506.1",6.901
"6413","T3M10","Murine osteosarcoma virus, complete genome","NC_001506.1",6.927
"6414","MKN45","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6415","MDAMB361","Murine osteosarcoma virus, complete genome","NC_001506.1",7.452
"6416","UACC893","Murine osteosarcoma virus, complete genome","NC_001506.1",7.505
"6417","TCCSUP","Murine osteosarcoma virus, complete genome","NC_001506.1",2.624
"6418","BC3C","Murine osteosarcoma virus, complete genome","NC_001506.1",9.787
"6419","BICR22","Murine osteosarcoma virus, complete genome","NC_001506.1",33.718
"6420","LXF289","Murine osteosarcoma virus, complete genome","NC_001506.1",73.314
"6421","SW620","Murine osteosarcoma virus, complete genome","NC_001506.1",8.554
"6422","HS934T","Murine osteosarcoma virus, complete genome","NC_001506.1",4.986
"6423","EKVX","Murine osteosarcoma virus, complete genome","NC_001506.1",64.078
"6424","HUPT3","Murine osteosarcoma virus, complete genome","NC_001506.1",4.723
"6425","JIMT1","Murine osteosarcoma virus, complete genome","NC_001506.1",21.097
"6426","ACCMESO1","Murine osteosarcoma virus, complete genome","NC_001506.1",12.962
"6427","NCIH460","Murine osteosarcoma virus, complete genome","NC_001506.1",30.779
"6428","ST486","Murine osteosarcoma virus, complete genome","NC_001506.1",6.796
"6429","GMS10","Murine osteosarcoma virus, complete genome","NC_001506.1",11.073
"6430","SCC15","Murine osteosarcoma virus, complete genome","NC_001506.1",5.615
"6431","NCIH2227","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6432","CAMA1","Murine osteosarcoma virus, complete genome","NC_001506.1",45.133
"6433","HCC1359","Murine osteosarcoma virus, complete genome","NC_001506.1",31.881
"6434","NCIH2369","Murine osteosarcoma virus, complete genome","NC_001506.1",5.773
"6435","NCIH1563","Murine osteosarcoma virus, complete genome","NC_001506.1",9.473
"6436","EFM192A","Murine osteosarcoma virus, complete genome","NC_001506.1",38.914
"6437","SNU349","Murine osteosarcoma virus, complete genome","NC_001506.1",18.499
"6438","HS834T","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6439","RCM1","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6440","NCIH322","Murine osteosarcoma virus, complete genome","NC_001506.1",16.347
"6441","SUDHL8","Murine osteosarcoma virus, complete genome","NC_001506.1",3.201
"6442","SNU899","Murine osteosarcoma virus, complete genome","NC_001506.1",7.426
"6443","HUT78","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6444","MKN1","Murine osteosarcoma virus, complete genome","NC_001506.1",16.295
"6445","HOP62","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6446","IMR32","Murine osteosarcoma virus, complete genome","NC_001506.1",2.729
"6447","CAL120","Murine osteosarcoma virus, complete genome","NC_001506.1",6.665
"6448","EFM19","Murine osteosarcoma virus, complete genome","NC_001506.1",11.546
"6449","ECC12","Murine osteosarcoma virus, complete genome","NC_001506.1",36.447
"6450","HSC2","Murine osteosarcoma virus, complete genome","NC_001506.1",7.4
"6451","COV644","Murine osteosarcoma virus, complete genome","NC_001506.1",2.939
"6452","RS5","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6453","MELHO","Murine osteosarcoma virus, complete genome","NC_001506.1",15.35
"6454","HS616T","Murine osteosarcoma virus, complete genome","NC_001506.1",2.65
"6455","OPM2","Murine osteosarcoma virus, complete genome","NC_001506.1",7.557
"6456","RPMI8226","Murine osteosarcoma virus, complete genome","NC_001506.1",7.61
"6457","NCIH1693","Murine osteosarcoma virus, complete genome","NC_001506.1",4.146
"6458","SW837","Murine osteosarcoma virus, complete genome","NC_001506.1",7.295
"6459","MFE280","Murine osteosarcoma virus, complete genome","NC_001506.1",11.099
"6460","SNU1066","Murine osteosarcoma virus, complete genome","NC_001506.1",7.478
"6461","BCPAP","Murine osteosarcoma virus, complete genome","NC_001506.1",32.616
"6462","TC71","Murine osteosarcoma virus, complete genome","NC_001506.1",7.059
"6463","NCIH2052","Murine osteosarcoma virus, complete genome","NC_001506.1",3.201
"6464","TUHR4TKB","Murine osteosarcoma virus, complete genome","NC_001506.1",6.717
"6465","NCIH1666","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6466","TYKNU","Murine osteosarcoma virus, complete genome","NC_001506.1",71.582
"6467","RAJI","Murine osteosarcoma virus, complete genome","NC_001506.1",4.015
"6468","LNCAPCLONEFGC","Murine osteosarcoma virus, complete genome","NC_001506.1",7.898
"6469","NCIH661","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6470","HCC2279","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6471","SH4","Murine osteosarcoma virus, complete genome","NC_001506.1",6.245
"6472","SNU1041","Murine osteosarcoma virus, complete genome","NC_001506.1",10.155
"6473","SNU685","Murine osteosarcoma virus, complete genome","NC_001506.1",6.901
"6474","NCIH292","Murine osteosarcoma virus, complete genome","NC_001506.1",31.724
"6475","ACHN","Murine osteosarcoma virus, complete genome","NC_001506.1",12.306
"6476","MOLT3","Murine osteosarcoma virus, complete genome","NC_001506.1",10.811
"6477","RD","Murine osteosarcoma virus, complete genome","NC_001506.1",18.683
"6478","769P","Murine osteosarcoma virus, complete genome","NC_001506.1",11.362
"6479","CAOV3","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6480","ES2","Murine osteosarcoma virus, complete genome","NC_001506.1",24.429
"6481","SNU182","Murine osteosarcoma virus, complete genome","NC_001506.1",18.657
"6482","SJSA1","Murine osteosarcoma virus, complete genome","NC_001506.1",10.286
"6483","F36P","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6484","SNU489","Murine osteosarcoma virus, complete genome","NC_001506.1",12.543
"6485","CASKI","Murine osteosarcoma virus, complete genome","NC_001506.1",46.471
"6486","KYSE270","Murine osteosarcoma virus, complete genome","NC_001506.1",2.624
"6487","KELLY","Murine osteosarcoma virus, complete genome","NC_001506.1",56.416
"6488","T84","Murine osteosarcoma virus, complete genome","NC_001506.1",3.201
"6489","KURAMOCHI","Murine osteosarcoma virus, complete genome","NC_001506.1",4.959
"6490","P3HR1","Murine osteosarcoma virus, complete genome","NC_001506.1",19.208
"6491","RERFLCAD2","Murine osteosarcoma virus, complete genome","NC_001506.1",11.178
"6492","KMS28BM","Murine osteosarcoma virus, complete genome","NC_001506.1",14.327
"6493","HCC1395","Murine osteosarcoma virus, complete genome","NC_001506.1",10.181
"6494","T98G","Murine osteosarcoma virus, complete genome","NC_001506.1",7.242
"6495","MDAPCA2B","Murine osteosarcoma virus, complete genome","NC_001506.1",13.828
"6496","SNU8","Murine osteosarcoma virus, complete genome","NC_001506.1",13.251
"6497","LI7","Murine osteosarcoma virus, complete genome","NC_001506.1",49.672
"6498","TF1","Murine osteosarcoma virus, complete genome","NC_001506.1",3.857
"6499","MOLP2","Murine osteosarcoma virus, complete genome","NC_001506.1",14.327
"6500","SCC9","Murine osteosarcoma virus, complete genome","NC_001506.1",13.986
"6501","AU565","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6502","RH18","Murine osteosarcoma virus, complete genome","NC_001506.1",5.3
"6503","NCIH526","Murine osteosarcoma virus, complete genome","NC_001506.1",4.067
"6504","S117","Murine osteosarcoma virus, complete genome","NC_001506.1",72.92
"6505","PECAPJ15","Murine osteosarcoma virus, complete genome","NC_001506.1",6.14
"6506","SNU761","Murine osteosarcoma virus, complete genome","NC_001506.1",12.018
"6507","TE441T","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6508","A172","Murine osteosarcoma virus, complete genome","NC_001506.1",9.709
"6509","KYSE150","Murine osteosarcoma virus, complete genome","NC_001506.1",5.432
"6510","BICR16","Murine osteosarcoma virus, complete genome","NC_001506.1",34.348
"6511","QGP1","Murine osteosarcoma virus, complete genome","NC_001506.1",24.219
"6512","PANC0203","Murine osteosarcoma virus, complete genome","NC_001506.1",12.438
"6513","PL21","Murine osteosarcoma virus, complete genome","NC_001506.1",13.435
"6514","A549","Murine osteosarcoma virus, complete genome","NC_001506.1",3.883
"6515","ECC10","Murine osteosarcoma virus, complete genome","NC_001506.1",35.502
"6516","RS411","Murine osteosarcoma virus, complete genome","NC_001506.1",14.721
"6517","NCIH2196","Murine osteosarcoma virus, complete genome","NC_001506.1",5.169
"6518","SUM1315M02","Murine osteosarcoma virus, complete genome","NC_001506.1",25.768
"6519","SNB75","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6520","SNU61","Murine osteosarcoma virus, complete genome","NC_001506.1",3.805
"6521","SNU213","Murine osteosarcoma virus, complete genome","NC_001506.1",9.236
"6522","NCIH23","Murine osteosarcoma virus, complete genome","NC_001506.1",7.032
"6523","THP1","Murine osteosarcoma virus, complete genome","NC_001506.1",7.059
"6524","SNU869","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6525","NCIH2073","Murine osteosarcoma virus, complete genome","NC_001506.1",12.202
"6526","HS870T","Murine osteosarcoma virus, complete genome","NC_001506.1",9.368
"6527","BHT101","Murine osteosarcoma virus, complete genome","NC_001506.1",37.261
"6528","NCIH1437","Murine osteosarcoma virus, complete genome","NC_001506.1",7.505
"6529","ALLSIL","Murine osteosarcoma virus, complete genome","NC_001506.1",13.671
"6530","CORL105","Murine osteosarcoma virus, complete genome","NC_001506.1",13.514
"6531","RMGI","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6532","HS172T","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6533","SEM","Murine osteosarcoma virus, complete genome","NC_001506.1",2.493
"6534","KARPAS422","Murine osteosarcoma virus, complete genome","NC_001506.1",12.333
"6535","JK1","Murine osteosarcoma virus, complete genome","NC_001506.1",12.569
"6536","OCIAML5","Murine osteosarcoma virus, complete genome","NC_001506.1",10.706
"6537","MX1","Murine osteosarcoma virus, complete genome","NC_001506.1",45.789
"6538","TALL1","Murine osteosarcoma virus, complete genome","NC_001506.1",4.513
"6539","NCIH146","Murine osteosarcoma virus, complete genome","NC_001506.1",7.111
"6540","JEKO1","Murine osteosarcoma virus, complete genome","NC_001506.1",6.98
"6541","NCIH2110","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6542","MDAMB435S","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6543","HCC1500","Murine osteosarcoma virus, complete genome","NC_001506.1",34.479
"6544","SNGM","Murine osteosarcoma virus, complete genome","NC_001506.1",2.624
"6545","HEYA8","Murine osteosarcoma virus, complete genome","NC_001506.1",7.531
"6546","CAS1","Murine osteosarcoma virus, complete genome","NC_001506.1",7.478
"6547","HCC4006","Murine osteosarcoma virus, complete genome","NC_001506.1",2.624
"6548","BT474","Murine osteosarcoma virus, complete genome","NC_001506.1",6.061
"6549","SKNAS","Murine osteosarcoma virus, complete genome","NC_001506.1",14.012
"6550","NCIH1944","Murine osteosarcoma virus, complete genome","NC_001506.1",15.298
"6551","SKMEL28","Murine osteosarcoma virus, complete genome","NC_001506.1",11.572
"6552","OE21","Murine osteosarcoma virus, complete genome","NC_001506.1",10.286
"6553","PANC0213","Murine osteosarcoma virus, complete genome","NC_001506.1",12.569
"6554","OVCAR8","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6555","KYO1","Murine osteosarcoma virus, complete genome","NC_001506.1",17.187
"6556","RPMI7951","Murine osteosarcoma virus, complete genome","NC_001506.1",11.546
"6557","NCIH1650","Murine osteosarcoma virus, complete genome","NC_001506.1",4.172
"6558","HS839T","Murine osteosarcoma virus, complete genome","NC_001506.1",9.368
"6559","REH","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6560","AMO1","Murine osteosarcoma virus, complete genome","NC_001506.1",4.093
"6561","HUT102","Murine osteosarcoma virus, complete genome","NC_001506.1",7.032
"6562","NUDHL1","Murine osteosarcoma virus, complete genome","NC_001506.1",10.916
"6563","KYSE180","Murine osteosarcoma virus, complete genome","NC_001506.1",1.548
"6564","JVM3","Murine osteosarcoma virus, complete genome","NC_001506.1",10.811
"6565","SNU201","Murine osteosarcoma virus, complete genome","NC_001506.1",5.563
"6566","H322T","Murine osteosarcoma virus, complete genome","NC_001506.1",8.344
"6567","MDAMB157","Murine osteosarcoma virus, complete genome","NC_001506.1",19.208
"6568","HEC251","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6569","NCIH1781","Murine osteosarcoma virus, complete genome","NC_001506.1",8.292
"6570","HCC1482","Murine osteosarcoma virus, complete genome","NC_001506.1",6.796
"6571","SCLC21H","Murine osteosarcoma virus, complete genome","NC_001506.1",43.821
"6572","KG1","Murine osteosarcoma virus, complete genome","NC_001506.1",11.021
"6573","GOS3","Murine osteosarcoma virus, complete genome","NC_001506.1",15.167
"6574","UACC62","Murine osteosarcoma virus, complete genome","NC_001506.1",2.388
"6575","SW1116","Murine osteosarcoma virus, complete genome","NC_001506.1",7.741
"6576","A101D","Murine osteosarcoma virus, complete genome","NC_001506.1",10.47
"6577","HCC1588","Murine osteosarcoma virus, complete genome","NC_001506.1",40.777
"6578","CFPAC1","Murine osteosarcoma virus, complete genome","NC_001506.1",9.814
"6579","KU812","Murine osteosarcoma virus, complete genome","NC_001506.1",11.572
"6580","SNU324","Murine osteosarcoma virus, complete genome","NC_001506.1",22.278
"6581","NCIH1755","Murine osteosarcoma virus, complete genome","NC_001506.1",14.117
"6582","NCIH2081","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6583","HS229T","Murine osteosarcoma virus, complete genome","NC_001506.1",4.382
"6584","FTC133","Murine osteosarcoma virus, complete genome","NC_001506.1",5.3
"6585","HS675T","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6586","LN229","Murine osteosarcoma virus, complete genome","NC_001506.1",4.225
"6587","HS739T","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6588","HDQP1","Murine osteosarcoma virus, complete genome","NC_001506.1",9.473
"6589","JVM2","Murine osteosarcoma virus, complete genome","NC_001506.1",10.024
"6590","SUIT2","Murine osteosarcoma virus, complete genome","NC_001506.1",6.849
"6591","BICR56","Murine osteosarcoma virus, complete genome","NC_001506.1",35.083
"6592","NCIH2126","Murine osteosarcoma virus, complete genome","NC_001506.1",18.473
"6593","HCC1187","Murine osteosarcoma virus, complete genome","NC_001506.1",6.114
"6594","SCC25","Murine osteosarcoma virus, complete genome","NC_001506.1",10.155
"6595","LK2","Murine osteosarcoma virus, complete genome","NC_001506.1",7.032
"6596","KYM1","Murine osteosarcoma virus, complete genome","NC_001506.1",28.89
"6597","COLO678","Murine osteosarcoma virus, complete genome","NC_001506.1",31.54
"6598","OV7","Murine osteosarcoma virus, complete genome","NC_001506.1",5.72
"6599","BT549","Murine osteosarcoma virus, complete genome","NC_001506.1",7.006
"6600","HT1197","Murine osteosarcoma virus, complete genome","NC_001506.1",11.493
